#Data tag : 19v3 , Norm tag: None
run:fill,time,ncms,hltpath,delivered(/fb),recorded(/fb)
321312:7056,08/15/18 20:56:27,758,HLT_Mu7_IP4_part2_v2,0.012251666,0.011999420
321313:7056,08/16/18 01:56:27,405,HLT_Mu7_IP4_part2_v2,0.005349812,0.005275546
321396:7058,08/17/18 14:53:01,174,HLT_Mu7_IP4_part2_v2,0.005994288,0.005788829
321397:7058,08/17/18 16:11:03,353,HLT_Mu7_IP4_part2_v2,0.010349618,0.010072023
321415:7061,08/18/18 07:50:07,421,HLT_Mu7_IP4_part2_v2,0.013595165,0.013220916
321436:7063,08/18/18 23:33:57,213,HLT_Mu7_IP4_part2_v2,0.007445036,0.007254490
321457:7065,08/19/18 17:53:35,261,HLT_Mu7_IP4_part2_v2,0.008883018,0.008543949
321461:7065,08/19/18 19:38:10,149,HLT_Mu7_IP4_part2_v2,0.004313261,0.004202619
321475:7069,08/20/18 11:03:47,554,HLT_Mu7_IP4_part2_v2,0.016684811,0.016279718
321732:7080,08/24/18 06:00:10,390,HLT_Mu7_IP4_part2_v2,0.015160388,0.014493964
321735:7080,08/24/18 08:34:37,143,HLT_Mu7_IP4_part2_v2,0.004762623,0.004627397
321760:7083,08/24/18 21:12:17,584,HLT_Mu7_IP4_part2_v2,0.020379378,0.019749375
321780:7087,08/25/18 20:21:56,3,HLT_Mu7_IP4_part2_v2,0.000123002,0.000119658
321781:7087,08/25/18 20:38:11,380,HLT_Mu7_IP4_part2_v2,0.014114022,0.013601820
321818:7090,08/26/18 17:50:32,380,HLT_Mu7_IP4_part2_v2,0.014662127,0.014044322
321820:7090,08/26/18 20:26:15,214,HLT_Mu7_IP4_part2_v2,0.006576181,0.006413792
321833:7091,08/27/18 08:27:47,396,HLT_Mu7_IP4_part2_v2,0.015293445,0.014758227
321834:7091,08/27/18 11:05:28,333,HLT_Mu7_IP4_part2_v2,0.010313942,0.009961901
321909:7097,08/28/18 21:40:49,858,HLT_Mu7_IP4_part2_v2,0.028734377,0.027822303
321975:7105,08/30/18 18:08:23,786,HLT_Mu7_IP4_part2_v2,0.026829660,0.025954484
321988:7108,08/31/18 12:40:12,90,HLT_Mu7_IP4_part2_v2,0.003600641,0.003288355
321990:7108,08/31/18 13:16:37,471,HLT_Mu7_IP4_part2_v2,0.016665373,0.016206390
322022:7110,09/01/18 05:32:16,453,HLT_Mu7_IP4_part2_v2,0.017159017,0.016591440
322179:7123,09/04/18 01:45:43,336,HLT_Mu7_IP4_part2_v2,0.012377007,0.011902148
322204:7124,09/04/18 14:39:43,24,HLT_Mu7_IP4_part2_v2,0.001020497,0.000698144
322222:7124,09/04/18 14:53:45,526,HLT_Mu7_IP4_part2_v2,0.019261203,0.018548845
322252:7125,09/05/18 05:18:07,184,HLT_Mu7_IP4_part2_v2,0.007310549,0.007085291
322322:7127,09/05/18 20:30:36,59,HLT_Mu7_IP4_part2_v2,0.002462692,0.002184787
322324:7127,09/05/18 21:27:53,416,HLT_Mu7_IP4_part2_v2,0.014264658,0.013851950
322348:7131,09/06/18 21:54:44,202,HLT_Mu7_IP4_part2_v2,0.008126985,0.007892973
322431:7137,09/08/18 09:32:30,651,HLT_Mu7_IP4_part2_v2,0.023103035,0.022318104
322492:7139,09/09/18 01:28:00,686,HLT_Mu7_IP4_part2_v2,0.024913178,0.024054913
322617:7144,09/10/18 00:30:19,53,HLT_Mu7_IP4_part2_v2,0.002144555,0.002080020
322633:7145,09/10/18 11:56:04,83,HLT_Mu7_IP4_part2_v2,0.003343884,0.003237822
323474:7217,09/24/18 21:48:13,28,HLT_Mu7_IP4_part2_v2,0.001142096,0.001083652
323475:7217,09/24/18 22:00:42,77,HLT_Mu7_IP4_part2_v2,0.002962463,0.002838816
323488:7218,09/25/18 11:35:30,2,HLT_Mu7_IP4_part2_v2,0.000082551,0.000071374
323492:7218,09/25/18 11:45:43,30,HLT_Mu7_IP4_part2_v2,0.001294781,0.001164639
323493:7218,09/25/18 11:58:37,140,HLT_Mu7_IP4_part2_v2,0.005659645,0.005475014
323495:7218,09/25/18 12:54:31,187,HLT_Mu7_IP4_part2_v2,0.006719408,0.006469305
323525:7221,09/26/18 06:29:36,442,HLT_Mu7_IP4_part2_v2,0.016886954,0.016281389
323526:7221,09/26/18 09:22:43,462,HLT_Mu7_IP4_part2_v2,0.013300212,0.012990139
323702:7234,09/29/18 10:08:03,624,HLT_Mu7_IP4_part2_v2,0.022037794,0.021441351
323727:7236,09/30/18 00:44:02,432,HLT_Mu7_IP4_part2_v2,0.019617389,0.018974316
323778:7240,10/01/18 01:36:42,174,HLT_Mu7_IP4_part2_v2,0.008515447,0.008194245
323790:7242,10/01/18 12:50:30,88,HLT_Mu7_IP4_part2_v2,0.004568180,0.004125452
323794:7242,10/01/18 13:29:17,68,HLT_Mu7_IP4_part2_v2,0.003353672,0.003211321
323940:7252,10/03/18 07:05:34,611,HLT_Mu7_IP4_part2_v2,0.027571809,0.026325852
323954:7252,10/03/18 11:06:37,77,HLT_Mu7_IP4_part2_v2,0.003142562,0.003028186
323997:7253,10/03/18 19:30:42,189,HLT_Mu7_IP4_part2_v2,0.009391091,0.008989574
324022:7256,10/04/18 07:58:15,379,HLT_Mu7_IP4_part2_v2,0.017063398,0.016550339
324201:7264,10/07/18 05:14:11,542,HLT_Mu7_IP4_part2_v2,0.023349879,0.022578709
324202:7264,10/07/18 08:49:38,236,HLT_Mu7_IP4_part2_v2,0.007948036,0.007777085
324205:7264,10/07/18 10:31:04,160,HLT_Mu7_IP4_part2_v2,0.004735542,0.004592692
324206:7264,10/07/18 11:38:14,141,HLT_Mu7_IP4_part2_v2,0.003818026,0.003504567
324207:7264,10/07/18 12:44:24,33,HLT_Mu7_IP4_part2_v2,0.000839056,0.000810916
324209:7264,10/07/18 13:02:20,142,HLT_Mu7_IP4_part2_v2,0.003277916,0.003215741
324245:7266,10/08/18 06:43:52,854,HLT_Mu7_IP4_part2_v2,0.035891221,0.034605127
324293:7270,10/09/18 04:38:29,1452,HLT_Mu7_IP4_part2_v2,0.051209673,0.049741774
324729:7308,10/16/18 09:28:04,193,HLT_Mu7_IP4_part2_v2,0.003068557,0.002959319
324747:7309,10/16/18 18:05:18,278,HLT_Mu7_IP4_part2_v2,0.013213892,0.012556711
324764:7309,10/16/18 19:54:47,147,HLT_Mu7_IP4_part2_v2,0.006407619,0.006013076
324765:7309,10/16/18 20:52:50,478,HLT_Mu7_IP4_part2_v2,0.018095382,0.017535908
324769:7309,10/16/18 23:59:45,328,HLT_Mu7_IP4_part2_v2,0.009598021,0.009354009
324772:7309,10/17/18 02:48:00,165,HLT_Mu7_IP4_part2_v2,0.003837645,0.003756525
324791:7310,10/17/18 11:13:56,1039,HLT_Mu7_IP4_part2_v2,0.041067460,0.039834973
324841:7314,10/18/18 04:13:01,898,HLT_Mu7_IP4_part2_v2,0.036788171,0.035565920
324846:7314,10/18/18 10:06:07,515,HLT_Mu7_IP4_part2_v2,0.014130209,0.013710591
324878:7315,10/18/18 20:45:18,1023,HLT_Mu7_IP4_part2_v2,0.040577172,0.039295499
324970:7320,10/19/18 20:31:42,1449,HLT_Mu7_IP4_part2_v2,0.052749504,0.050966819
324980:7321,10/20/18 13:54:01,1394,HLT_Mu7_IP4_part2_v2,0.050211735,0.048587209
325000:7324,10/21/18 09:44:56,111,HLT_Mu7_IP4_part2_v2,0.005453265,0.005232085
325001:7324,10/21/18 10:29:40,592,HLT_Mu7_IP4_part2_v2,0.024681355,0.023827608
325022:7328,10/22/18 05:24:48,278,HLT_Mu7_IP4_part2_v2,0.011361704,0.011042665
325101:7333,10/23/18 03:42:34,238,HLT_Mu7_IP4_part2_v2,0.011364846,0.010937688
325110:7333,10/23/18 05:49:21,14,HLT_Mu7_IP4_part2_v2,0.000593802,0.000569329
325117:7333,10/23/18 07:39:08,531,HLT_Mu7_IP4_part2_v2,0.017596293,0.017043337
325170:7334,10/23/18 17:47:26,896,HLT_Mu7_IP4_part2_v2,0.037571874,0.036340813
325172:7334,10/24/18 00:23:24,472,HLT_Mu7_IP4_part2_v2,0.013949026,0.013527145
317626:6770,06/09/18 07:11:01,396,HLT_Mu7_IP4_part3_v2,0.013468994,0.013100400
317641:6772,06/09/18 22:57:35,714,HLT_Mu7_IP4_part3_v2,0.023913632,0.023291620
317650:6773,06/10/18 16:01:51,554,HLT_Mu7_IP4_part3_v2,0.018684453,0.018081705
317663:6774,06/11/18 07:48:27,551,HLT_Mu7_IP4_part3_v2,0.018909929,0.018433282
319337:6901,07/08/18 02:05:51,44,HLT_Mu7_IP4_part3_v2,0.001447125,0.001369352
319526:6912,07/12/18 09:28:55,2,HLT_Mu7_IP4_part3_v2,0.000100521,0.000092616
319579:6919,07/13/18 17:16:14,18,HLT_Mu7_IP4_part3_v2,0.000793602,0.000770574
319756:6931,07/17/18 02:11:35,295,HLT_Mu7_IP4_part3_v2,0.010026633,0.009716074
319909:6942,07/19/18 03:03:13,7,HLT_Mu7_IP4_part3_v2,0.002745400,0.001120242
319912:6942,07/19/18 09:34:41,58,HLT_Mu7_IP4_part3_v2,0.002785513,0.002639448
319993:6953,07/21/18 02:43:43,382,HLT_Mu7_IP4_part3_v2,0.012909495,0.012536902
320012:6956,07/21/18 18:43:00,87,HLT_Mu7_IP4_part3_v2,0.003273924,0.003162306
320674:7005,08/01/18 08:16:49,586,HLT_Mu7_IP4_part3_v2,0.006697911,0.006587901
320804:7017,08/03/18 15:11:21,36,HLT_Mu7_IP4_part3_v2,0.001384557,0.001181160
320807:7017,08/03/18 15:28:46,7,HLT_Mu7_IP4_part3_v2,0.001319980,0.000348408
320809:7017,08/03/18 15:43:13,716,HLT_Mu7_IP4_part3_v2,0.021803389,0.021246141
320824:7018,08/04/18 07:54:06,901,HLT_Mu7_IP4_part3_v2,0.027504196,0.026812806
320857:7024,08/05/18 16:03:53,56,HLT_Mu7_IP4_part3_v2,0.002122189,0.002037993
320858:7024,08/05/18 16:27:33,230,HLT_Mu7_IP4_part3_v2,0.007806500,0.007504218
320859:7024,08/05/18 18:00:16,40,HLT_Mu7_IP4_part3_v2,0.001029164,0.000985334
320917:7031,08/06/18 18:55:38,458,HLT_Mu7_IP4_part3_v2,0.015877614,0.015405961
320920:7031,08/06/18 21:56:15,178,HLT_Mu7_IP4_part3_v2,0.004933850,0.004802686
320941:7033,08/07/18 12:40:52,90,HLT_Mu7_IP4_part3_v2,0.003120202,0.003045151
321009:7037,08/08/18 10:00:08,36,HLT_Mu7_IP4_part3_v2,0.001391593,0.001273786
321010:7037,08/08/18 10:16:22,342,HLT_Mu7_IP4_part3_v2,0.011945250,0.011441326
321011:7037,08/08/18 12:32:48,211,HLT_Mu7_IP4_part3_v2,0.006305457,0.005789766
321012:7037,08/08/18 13:58:30,47,HLT_Mu7_IP4_part3_v2,0.001078069,0.000994890
321055:7039,08/09/18 12:58:11,392,HLT_Mu7_IP4_part3_v2,0.012172205,0.011896775
321068:7040,08/10/18 02:27:39,61,HLT_Mu7_IP4_part3_v2,0.002177676,0.002030564
321069:7040,08/10/18 02:54:15,313,HLT_Mu7_IP4_part3_v2,0.010261096,0.009911555
321126:7042,08/11/18 01:46:06,384,HLT_Mu7_IP4_part3_v2,0.012198551,0.011817731
321138:7043,08/11/18 13:43:54,89,HLT_Mu7_IP4_part3_v2,0.003170325,0.003051381
321140:7043,08/11/18 14:25:01,798,HLT_Mu7_IP4_part3_v2,0.023938668,0.023389874
321149:7045,08/12/18 08:05:35,210,HLT_Mu7_IP4_part3_v2,0.007212170,0.007034038
321165:7047,08/12/18 15:19:23,2,HLT_Mu7_IP4_part3_v2,0.000806762,0.000389898
321219:7052,08/13/18 22:05:01,327,HLT_Mu7_IP4_part3_v2,0.011125677,0.010761302
321221:7052,08/14/18 00:13:21,40,HLT_Mu7_IP4_part3_v2,0.001207723,0.001181241
321305:7056,08/15/18 12:59:20,937,HLT_Mu7_IP4_part3_v2,0.026543283,0.025740807
321312:7056,08/15/18 20:56:27,758,HLT_Mu7_IP4_part3_v2,0.012251666,0.011999420
321313:7056,08/16/18 01:56:27,405,HLT_Mu7_IP4_part3_v2,0.005349812,0.005275546
321396:7058,08/17/18 14:53:01,174,HLT_Mu7_IP4_part3_v2,0.005994288,0.005788829
321397:7058,08/17/18 16:11:03,353,HLT_Mu7_IP4_part3_v2,0.010349618,0.010072023
321415:7061,08/18/18 07:50:07,421,HLT_Mu7_IP4_part3_v2,0.013595165,0.013220916
321436:7063,08/18/18 23:33:57,213,HLT_Mu7_IP4_part3_v2,0.007445036,0.007254490
321457:7065,08/19/18 17:53:35,261,HLT_Mu7_IP4_part3_v2,0.008883018,0.008543949
321461:7065,08/19/18 19:38:10,149,HLT_Mu7_IP4_part3_v2,0.004313261,0.004202619
321475:7069,08/20/18 11:03:47,554,HLT_Mu7_IP4_part3_v2,0.016684811,0.016279718
321732:7080,08/24/18 06:00:10,390,HLT_Mu7_IP4_part3_v2,0.015160388,0.014493964
321735:7080,08/24/18 08:34:37,143,HLT_Mu7_IP4_part3_v2,0.004762623,0.004627397
321760:7083,08/24/18 21:12:17,584,HLT_Mu7_IP4_part3_v2,0.020379378,0.019749375
321780:7087,08/25/18 20:21:56,3,HLT_Mu7_IP4_part3_v2,0.000123002,0.000119658
321781:7087,08/25/18 20:38:11,380,HLT_Mu7_IP4_part3_v2,0.014114022,0.013601820
321818:7090,08/26/18 17:50:32,380,HLT_Mu7_IP4_part3_v2,0.014662127,0.014044322
321820:7090,08/26/18 20:26:15,214,HLT_Mu7_IP4_part3_v2,0.006576181,0.006413792
321833:7091,08/27/18 08:27:47,396,HLT_Mu7_IP4_part3_v2,0.015293445,0.014758227
321834:7091,08/27/18 11:05:28,333,HLT_Mu7_IP4_part3_v2,0.010313942,0.009961901
321909:7097,08/28/18 21:40:49,858,HLT_Mu7_IP4_part3_v2,0.028734377,0.027822303
321975:7105,08/30/18 18:08:23,786,HLT_Mu7_IP4_part3_v2,0.026829660,0.025954484
321988:7108,08/31/18 12:40:12,90,HLT_Mu7_IP4_part3_v2,0.003600641,0.003288355
321990:7108,08/31/18 13:16:37,471,HLT_Mu7_IP4_part3_v2,0.016665373,0.016206390
322022:7110,09/01/18 05:32:16,453,HLT_Mu7_IP4_part3_v2,0.017159017,0.016591440
322179:7123,09/04/18 01:45:43,336,HLT_Mu7_IP4_part3_v2,0.012377007,0.011902148
322204:7124,09/04/18 14:39:43,24,HLT_Mu7_IP4_part3_v2,0.001020497,0.000698144
322222:7124,09/04/18 14:53:45,526,HLT_Mu7_IP4_part3_v2,0.019261203,0.018548845
322252:7125,09/05/18 05:18:07,184,HLT_Mu7_IP4_part3_v2,0.007310549,0.007085291
322322:7127,09/05/18 20:30:36,59,HLT_Mu7_IP4_part3_v2,0.002462692,0.002184787
322324:7127,09/05/18 21:27:53,416,HLT_Mu7_IP4_part3_v2,0.014264658,0.013851950
322348:7131,09/06/18 21:54:44,202,HLT_Mu7_IP4_part3_v2,0.008126985,0.007892973
322431:7137,09/08/18 09:32:30,651,HLT_Mu7_IP4_part3_v2,0.023103035,0.022318104
322492:7139,09/09/18 01:28:00,686,HLT_Mu7_IP4_part3_v2,0.024913178,0.024054913
322617:7144,09/10/18 00:30:19,53,HLT_Mu7_IP4_part3_v2,0.002144555,0.002080020
322633:7145,09/10/18 11:56:04,83,HLT_Mu7_IP4_part3_v2,0.003343884,0.003237822
323474:7217,09/24/18 21:48:13,28,HLT_Mu7_IP4_part3_v2,0.001142096,0.001083652
323475:7217,09/24/18 22:00:42,77,HLT_Mu7_IP4_part3_v2,0.002962463,0.002838816
323488:7218,09/25/18 11:35:30,2,HLT_Mu7_IP4_part3_v2,0.000082551,0.000071374
323492:7218,09/25/18 11:45:43,30,HLT_Mu7_IP4_part3_v2,0.001294781,0.001164639
323493:7218,09/25/18 11:58:37,140,HLT_Mu7_IP4_part3_v2,0.005659645,0.005475014
323495:7218,09/25/18 12:54:31,187,HLT_Mu7_IP4_part3_v2,0.006719408,0.006469305
323525:7221,09/26/18 06:29:36,442,HLT_Mu7_IP4_part3_v2,0.016886954,0.016281389
323526:7221,09/26/18 09:22:43,462,HLT_Mu7_IP4_part3_v2,0.013300212,0.012990139
323702:7234,09/29/18 10:08:03,624,HLT_Mu7_IP4_part3_v2,0.022037794,0.021441351
323727:7236,09/30/18 00:44:02,432,HLT_Mu7_IP4_part3_v2,0.019617389,0.018974316
323778:7240,10/01/18 01:36:42,174,HLT_Mu7_IP4_part3_v2,0.008515447,0.008194245
323790:7242,10/01/18 12:50:30,88,HLT_Mu7_IP4_part3_v2,0.004568180,0.004125452
323794:7242,10/01/18 13:29:17,68,HLT_Mu7_IP4_part3_v2,0.003353672,0.003211321
323940:7252,10/03/18 07:05:34,611,HLT_Mu7_IP4_part3_v2,0.027571809,0.026325852
323954:7252,10/03/18 11:06:37,77,HLT_Mu7_IP4_part3_v2,0.003142562,0.003028186
323997:7253,10/03/18 19:30:42,189,HLT_Mu7_IP4_part3_v2,0.009391091,0.008989574
324022:7256,10/04/18 07:58:15,379,HLT_Mu7_IP4_part3_v2,0.017063398,0.016550339
324201:7264,10/07/18 05:14:11,542,HLT_Mu7_IP4_part3_v2,0.023349879,0.022578709
324202:7264,10/07/18 08:49:38,236,HLT_Mu7_IP4_part3_v2,0.007948036,0.007777085
324205:7264,10/07/18 10:31:04,160,HLT_Mu7_IP4_part3_v2,0.004735542,0.004592692
324206:7264,10/07/18 11:38:14,141,HLT_Mu7_IP4_part3_v2,0.003818026,0.003504567
324207:7264,10/07/18 12:44:24,33,HLT_Mu7_IP4_part3_v2,0.000839056,0.000810916
324209:7264,10/07/18 13:02:20,142,HLT_Mu7_IP4_part3_v2,0.003277916,0.003215741
324245:7266,10/08/18 06:43:52,854,HLT_Mu7_IP4_part3_v2,0.035891221,0.034605127
324293:7270,10/09/18 04:38:29,1452,HLT_Mu7_IP4_part3_v2,0.051209673,0.049741774
324729:7308,10/16/18 09:28:04,193,HLT_Mu7_IP4_part3_v2,0.003068557,0.002959319
324747:7309,10/16/18 18:05:18,278,HLT_Mu7_IP4_part3_v2,0.013213892,0.012556711
324764:7309,10/16/18 19:54:47,147,HLT_Mu7_IP4_part3_v2,0.006407619,0.006013076
324765:7309,10/16/18 20:52:50,478,HLT_Mu7_IP4_part3_v2,0.018095382,0.017535908
324769:7309,10/16/18 23:59:45,328,HLT_Mu7_IP4_part3_v2,0.009598021,0.009354009
324772:7309,10/17/18 02:48:00,165,HLT_Mu7_IP4_part3_v2,0.003837645,0.003756525
324791:7310,10/17/18 11:13:56,1039,HLT_Mu7_IP4_part3_v2,0.041067460,0.039834973
324841:7314,10/18/18 04:13:01,898,HLT_Mu7_IP4_part3_v2,0.036788171,0.035565920
324846:7314,10/18/18 10:06:07,515,HLT_Mu7_IP4_part3_v2,0.014130209,0.013710591
324878:7315,10/18/18 20:45:18,1023,HLT_Mu7_IP4_part3_v2,0.040577172,0.039295499
324970:7320,10/19/18 20:31:42,1449,HLT_Mu7_IP4_part3_v2,0.052749504,0.050966819
324980:7321,10/20/18 13:54:01,1394,HLT_Mu7_IP4_part3_v2,0.050211735,0.048587209
325000:7324,10/21/18 09:44:56,111,HLT_Mu7_IP4_part3_v2,0.005453265,0.005232085
325001:7324,10/21/18 10:29:40,592,HLT_Mu7_IP4_part3_v2,0.024681355,0.023827608
325022:7328,10/22/18 05:24:48,278,HLT_Mu7_IP4_part3_v2,0.011361704,0.011042665
325101:7333,10/23/18 03:42:34,238,HLT_Mu7_IP4_part3_v2,0.011364846,0.010937688
325110:7333,10/23/18 05:49:21,14,HLT_Mu7_IP4_part3_v2,0.000593802,0.000569329
325117:7333,10/23/18 07:39:08,531,HLT_Mu7_IP4_part3_v2,0.017596293,0.017043337
325170:7334,10/23/18 17:47:26,896,HLT_Mu7_IP4_part3_v2,0.037571874,0.036340813
325172:7334,10/24/18 00:23:24,472,HLT_Mu7_IP4_part3_v2,0.013949026,0.013527145
317626:6770,06/09/18 07:11:01,396,HLT_Mu7_IP4_part4_v2,0.013468994,0.013100400
317641:6772,06/09/18 22:57:35,714,HLT_Mu7_IP4_part4_v2,0.023913632,0.023291620
317650:6773,06/10/18 16:01:51,554,HLT_Mu7_IP4_part4_v2,0.018684453,0.018081705
317663:6774,06/11/18 07:48:27,551,HLT_Mu7_IP4_part4_v2,0.018909929,0.018433282
319337:6901,07/08/18 02:05:51,44,HLT_Mu7_IP4_part4_v2,0.001447125,0.001369352
319526:6912,07/12/18 09:28:55,2,HLT_Mu7_IP4_part4_v2,0.000100521,0.000092616
319579:6919,07/13/18 17:16:14,18,HLT_Mu7_IP4_part4_v2,0.000793602,0.000770574
319756:6931,07/17/18 02:11:35,295,HLT_Mu7_IP4_part4_v2,0.010026633,0.009716074
319909:6942,07/19/18 03:03:13,7,HLT_Mu7_IP4_part4_v2,0.002745400,0.001120242
319912:6942,07/19/18 09:34:41,58,HLT_Mu7_IP4_part4_v2,0.002785513,0.002639448
319993:6953,07/21/18 02:43:43,382,HLT_Mu7_IP4_part4_v2,0.012909495,0.012536902
320012:6956,07/21/18 18:43:00,87,HLT_Mu7_IP4_part4_v2,0.003273924,0.003162306
320674:7005,08/01/18 08:16:49,586,HLT_Mu7_IP4_part4_v2,0.006697911,0.006587901
320804:7017,08/03/18 15:11:21,36,HLT_Mu7_IP4_part4_v2,0.001384557,0.001181160
320807:7017,08/03/18 15:28:46,7,HLT_Mu7_IP4_part4_v2,0.001319980,0.000348408
320809:7017,08/03/18 15:43:13,716,HLT_Mu7_IP4_part4_v2,0.021803389,0.021246141
320824:7018,08/04/18 07:54:06,901,HLT_Mu7_IP4_part4_v2,0.027504196,0.026812806
320857:7024,08/05/18 16:03:53,56,HLT_Mu7_IP4_part4_v2,0.002122189,0.002037993
320858:7024,08/05/18 16:27:33,230,HLT_Mu7_IP4_part4_v2,0.007806500,0.007504218
320859:7024,08/05/18 18:00:16,40,HLT_Mu7_IP4_part4_v2,0.001029164,0.000985334
320917:7031,08/06/18 18:55:38,458,HLT_Mu7_IP4_part4_v2,0.015877614,0.015405961
320920:7031,08/06/18 21:56:15,178,HLT_Mu7_IP4_part4_v2,0.004933850,0.004802686
320941:7033,08/07/18 12:40:52,90,HLT_Mu7_IP4_part4_v2,0.003120202,0.003045151
321009:7037,08/08/18 10:00:08,36,HLT_Mu7_IP4_part4_v2,0.001391593,0.001273786
321010:7037,08/08/18 10:16:22,342,HLT_Mu7_IP4_part4_v2,0.011945250,0.011441326
321011:7037,08/08/18 12:32:48,211,HLT_Mu7_IP4_part4_v2,0.006305457,0.005789766
321012:7037,08/08/18 13:58:30,47,HLT_Mu7_IP4_part4_v2,0.001078069,0.000994890
321055:7039,08/09/18 12:58:11,392,HLT_Mu7_IP4_part4_v2,0.012172205,0.011896775
321068:7040,08/10/18 02:27:39,61,HLT_Mu7_IP4_part4_v2,0.002177676,0.002030564
321069:7040,08/10/18 02:54:15,313,HLT_Mu7_IP4_part4_v2,0.010261096,0.009911555
321126:7042,08/11/18 01:46:06,384,HLT_Mu7_IP4_part4_v2,0.012198551,0.011817731
321138:7043,08/11/18 13:43:54,89,HLT_Mu7_IP4_part4_v2,0.003170325,0.003051381
321140:7043,08/11/18 14:25:01,798,HLT_Mu7_IP4_part4_v2,0.023938668,0.023389874
321149:7045,08/12/18 08:05:35,210,HLT_Mu7_IP4_part4_v2,0.007212170,0.007034038
321165:7047,08/12/18 15:19:23,2,HLT_Mu7_IP4_part4_v2,0.000806762,0.000389898
321219:7052,08/13/18 22:05:01,327,HLT_Mu7_IP4_part4_v2,0.011125677,0.010761302
321221:7052,08/14/18 00:13:21,40,HLT_Mu7_IP4_part4_v2,0.001207723,0.001181241
321305:7056,08/15/18 12:59:20,937,HLT_Mu7_IP4_part4_v2,0.026543283,0.025740807
321312:7056,08/15/18 20:56:27,758,HLT_Mu7_IP4_part4_v2,0.012251666,0.011999420
321313:7056,08/16/18 01:56:27,405,HLT_Mu7_IP4_part4_v2,0.005349812,0.005275546
321396:7058,08/17/18 14:53:01,174,HLT_Mu7_IP4_part4_v2,0.005994288,0.005788829
321397:7058,08/17/18 16:11:03,353,HLT_Mu7_IP4_part4_v2,0.010349618,0.010072023
321415:7061,08/18/18 07:50:07,421,HLT_Mu7_IP4_part4_v2,0.013595165,0.013220916
321436:7063,08/18/18 23:33:57,213,HLT_Mu7_IP4_part4_v2,0.007445036,0.007254490
321457:7065,08/19/18 17:53:35,261,HLT_Mu7_IP4_part4_v2,0.008883018,0.008543949
321461:7065,08/19/18 19:38:10,149,HLT_Mu7_IP4_part4_v2,0.004313261,0.004202619
321475:7069,08/20/18 11:03:47,554,HLT_Mu7_IP4_part4_v2,0.016684811,0.016279718
321732:7080,08/24/18 06:00:10,390,HLT_Mu7_IP4_part4_v2,0.015160388,0.014493964
321735:7080,08/24/18 08:34:37,143,HLT_Mu7_IP4_part4_v2,0.004762623,0.004627397
321760:7083,08/24/18 21:12:17,584,HLT_Mu7_IP4_part4_v2,0.020379378,0.019749375
321780:7087,08/25/18 20:21:56,3,HLT_Mu7_IP4_part4_v2,0.000123002,0.000119658
321781:7087,08/25/18 20:38:11,380,HLT_Mu7_IP4_part4_v2,0.014114022,0.013601820
321818:7090,08/26/18 17:50:32,380,HLT_Mu7_IP4_part4_v2,0.014662127,0.014044322
321820:7090,08/26/18 20:26:15,214,HLT_Mu7_IP4_part4_v2,0.006576181,0.006413792
321833:7091,08/27/18 08:27:47,396,HLT_Mu7_IP4_part4_v2,0.015293445,0.014758227
321834:7091,08/27/18 11:05:28,333,HLT_Mu7_IP4_part4_v2,0.010313942,0.009961901
321909:7097,08/28/18 21:40:49,858,HLT_Mu7_IP4_part4_v2,0.028734377,0.027822303
321975:7105,08/30/18 18:08:23,786,HLT_Mu7_IP4_part4_v2,0.026829660,0.025954484
321988:7108,08/31/18 12:40:12,90,HLT_Mu7_IP4_part4_v2,0.003600641,0.003288355
321990:7108,08/31/18 13:16:37,471,HLT_Mu7_IP4_part4_v2,0.016665373,0.016206390
322022:7110,09/01/18 05:32:16,453,HLT_Mu7_IP4_part4_v2,0.017159017,0.016591440
322179:7123,09/04/18 01:45:43,336,HLT_Mu7_IP4_part4_v2,0.012377007,0.011902148
322204:7124,09/04/18 14:39:43,24,HLT_Mu7_IP4_part4_v2,0.001020497,0.000698144
322222:7124,09/04/18 14:53:45,526,HLT_Mu7_IP4_part4_v2,0.019261203,0.018548845
322252:7125,09/05/18 05:18:07,184,HLT_Mu7_IP4_part4_v2,0.007310549,0.007085291
322322:7127,09/05/18 20:30:36,59,HLT_Mu7_IP4_part4_v2,0.002462692,0.002184787
322324:7127,09/05/18 21:27:53,416,HLT_Mu7_IP4_part4_v2,0.014264658,0.013851950
322348:7131,09/06/18 21:54:44,202,HLT_Mu7_IP4_part4_v2,0.008126985,0.007892973
322431:7137,09/08/18 09:32:30,651,HLT_Mu7_IP4_part4_v2,0.023103035,0.022318104
322492:7139,09/09/18 01:28:00,686,HLT_Mu7_IP4_part4_v2,0.024913178,0.024054913
322617:7144,09/10/18 00:30:19,53,HLT_Mu7_IP4_part4_v2,0.002144555,0.002080020
322633:7145,09/10/18 11:56:04,83,HLT_Mu7_IP4_part4_v2,0.003343884,0.003237822
323474:7217,09/24/18 21:48:13,28,HLT_Mu7_IP4_part4_v2,0.001142096,0.001083652
323475:7217,09/24/18 22:00:42,77,HLT_Mu7_IP4_part4_v2,0.002962463,0.002838816
323488:7218,09/25/18 11:35:30,2,HLT_Mu7_IP4_part4_v2,0.000082551,0.000071374
323492:7218,09/25/18 11:45:43,30,HLT_Mu7_IP4_part4_v2,0.001294781,0.001164639
323493:7218,09/25/18 11:58:37,140,HLT_Mu7_IP4_part4_v2,0.005659645,0.005475014
